accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall,learning_rate
0.9089340567588806,0.20356865227222443,0.9738015532493591,0.9016774296760559,0.9375,0.21407216787338257,1.0,0.875,
0.9536042809486389,0.11783767491579056,0.9887005686759949,0.948387086391449,0.9375,0.15228651463985443,0.8888888955116272,1.0,
0.9610812664031982,0.09247521311044693,0.9911717772483826,0.9561290144920349,0.875,0.148311048746109,0.800000011920929,1.0,
0.9639570713043213,0.09655539691448212,0.990162193775177,0.9610322713851929,1.0,0.08312992006540298,1.0,1.0,
0.9697085618972778,0.07578974962234497,0.9931015968322754,0.965935468673706,1.0,0.06878682971000671,1.0,1.0,
0.9679831266403198,0.07351960241794586,0.9928229451179504,0.9638709425926208,1.0,0.05443711578845978,1.0,1.0,
0.9710506200790405,0.07445037364959717,0.9915522933006287,0.9692903161048889,1.0,0.05666382238268852,1.0,1.0,
0.9718174934387207,0.07179117202758789,0.9931216835975647,0.9687741994857788,1.0,0.061687543988227844,1.0,1.0,
0.973351240158081,0.06647161394357681,0.9926160573959351,0.9713548421859741,1.0,0.08937360346317291,1.0,1.0,
0.9750766754150391,0.06519904732704163,0.9944547414779663,0.9718709588050842,1.0,0.056562718003988266,1.0,1.0,
0.9689416885375977,0.07623229175806046,0.9917880892753601,0.9661935567855835,1.0,0.061116065829992294,1.0,1.0,9.999999747378752e-06
0.9712423086166382,0.06544768810272217,0.9936389923095703,0.9674838781356812,1.0,0.07573597878217697,1.0,1.0,9.999999747378752e-06
0.9760352969169617,0.0575844831764698,0.9947229623794556,0.9729032516479492,1.0,0.06706088781356812,1.0,1.0,9.999999747378752e-06
0.9781441688537598,0.0503380261361599,0.9947382211685181,0.9757419228553772,1.0,0.052578091621398926,1.0,1.0,9.999999747378752e-06
0.9825536608695984,0.043936435133218765,0.9963274002075195,0.9801290035247803,1.0,0.036526016891002655,1.0,1.0,9.999999747378752e-06
0.9798696041107178,0.05111123248934746,0.9942317605018616,0.97858065366745,1.0,0.06777772307395935,1.0,1.0,9.999999747378752e-06
0.9804447889328003,0.04312527924776077,0.9944953918457031,0.9790967702865601,1.0,0.03569219261407852,1.0,1.0,9.999999747378752e-06
0.985237717628479,0.03605874255299568,0.9971204400062561,0.982967734336853,1.0,0.06316694617271423,1.0,1.0,9.999999747378752e-06
0.9842791557312012,0.0372876301407814,0.9952990412712097,0.9834838509559631,1.0,0.0991632342338562,1.0,1.0,9.999999747378752e-06
0.9888803958892822,0.029564030468463898,0.997393786907196,0.9876129031181335,1.0,0.03902089223265648,1.0,1.0,9.999999747378752e-06
0.9892638325691223,0.025764936581254005,0.9963607788085938,0.9891613125801086,1.0,0.020514361560344696,1.0,1.0,1.9999999949504854e-06
0.9909892678260803,0.024299612268805504,0.9966268539428711,0.9912257790565491,1.0,0.007923281751573086,1.0,1.0,1.9999999949504854e-06
0.9913727045059204,0.02014111913740635,0.9981789588928223,0.9901935458183289,1.0,0.016927700489759445,1.0,1.0,1.9999999949504854e-06
0.9907975196838379,0.02634633332490921,0.9976593255996704,0.9899354577064514,1.0,0.006484510842710733,1.0,1.0,1.9999999949504854e-06
0.9890720844268799,0.024926241487264633,0.9973945021629333,0.987870991230011,1.0,0.011104002594947815,1.0,1.0,1.9999999949504854e-06
0.9913727045059204,0.019242772832512856,0.9976611137390137,0.990709662437439,1.0,0.0068376194685697556,1.0,1.0,1.9999999949504854e-06
0.9934815764427185,0.018025275319814682,0.9989607930183411,0.9922580718994141,1.0,0.006343847140669823,1.0,1.0,1.9999999949504854e-06
0.9923312664031982,0.021978000178933144,0.9979225993156433,0.991741955280304,1.0,0.0037247019354254007,1.0,1.0,1.9999999949504854e-06
0.991180956363678,0.022773170843720436,0.9976605176925659,0.9904516339302063,1.0,0.0038239010609686375,1.0,1.0,1.9999999949504854e-06
0.9923312664031982,0.021729379892349243,0.9986996054649353,0.9909677505493164,1.0,0.003899295348674059,1.0,1.0,1.9999999949504854e-06
0.9930981397628784,0.019117578864097595,0.9984419345855713,0.9922580718994141,1.0,0.0028313470538705587,1.0,1.0,1.9999999949504854e-06
0.9938650131225586,0.014523500576615334,0.9987022876739502,0.9930322766304016,1.0,0.00255797803401947,1.0,1.0,1.9999999949504854e-06
0.9919478297233582,0.019804036244750023,0.9976629614830017,0.9914838671684265,1.0,0.002902586478739977,1.0,1.0,1.9999999949504854e-06
0.9930981397628784,0.018721073865890503,0.9984419345855713,0.9922580718994141,1.0,0.007696887012571096,1.0,1.0,1.9999999949504854e-06
0.9944401979446411,0.015008565038442612,0.9992212057113647,0.9932903051376343,1.0,0.004657291341573,1.0,1.0,1.9999999949504854e-06
0.9930981397628784,0.014477891847491264,0.9987009763717651,0.9919999837875366,1.0,0.004918063059449196,1.0,1.0,4.0000000467443897e-07
0.9946318864822388,0.016848254948854446,0.9981870055198669,0.9945806264877319,1.0,0.004403436090797186,1.0,1.0,4.0000000467443897e-07
0.9919478297233582,0.021099861711263657,0.9971465468406677,0.9919999837875366,1.0,0.0034280172549188137,1.0,1.0,4.0000000467443897e-07
0.9938650131225586,0.016981013119220734,0.9987022876739502,0.9930322766304016,1.0,0.003176250960677862,1.0,1.0,1.0000000116860974e-07
0.9936733245849609,0.01557792630046606,0.9981846213340759,0.9932903051376343,1.0,0.0032417993061244488,1.0,1.0,1.0000000116860974e-07
